0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Emission_Norm,Engine_Location,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,City_Mileage,Highway_Mileage,Kerb_Weight,Ground_Clearance,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Power,torque,Seating_Capacity,Wheelbase,Boot_Space,Minimum_Turning_Radius,Number_of_Airbags
692,Mahindra,Kuv-Hundred Nxt,K8 5Str,687175,1198,3,BS IV,"Front, Transverse",35,Petrol,1655,3700,1735,Hatchback,15.5,18.15,0,170,Independent McPherson struts with offset coil spring/twin tube gas damper units and lower L-arms with optimised bushes mounted on separate cross-member with stabiliser bar. Dual-path body mounts.,"Semi-independent, Twist Beam with Coil Springs and Hydraulic Shock Absorbers",1490,1490,82,115,5,2385,243,5.05,2
693,Maruti Suzuki,Swift,Lxi,519000,1197,4,BS 6,"Front, Transverse",37,Petrol,1530,3840,1735,Hatchback,12.6,17,855,163,MacPherson Strut,Torsion Beam,1530,1530,83,113,5,2450,268,4.8,2
694,Maruti Suzuki,Swift,Vxi,619000,1197,4,BS 6,"Front, Transverse",37,Petrol,1530,3840,1735,Hatchback,0,0,863,163,McPherson Strut,Torsion Beam,1530,1530,83,113,5,2450,268,4.8,2
695,Maruti Suzuki,Swift,Vxi Amt,666000,1197,4,BS 6,"Front, Transverse",37,Petrol,1530,3840,1735,Hatchback,0,0,863,163,McPherson Strut,Torsion Beam,1530,1530,83,113,5,2450,268,4.8,2
696,Maruti Suzuki,Swift,Zxi,678000,1197,4,BS 6,"Front, Transverse",37,Petrol,1530,3840,1735,Hatchback,0,0,871,163,MacPherson Strut,Torsion Beam,1520,1520,83,113,5,2450,268,4.8,2
697,Maruti Suzuki,Swift,Zxi Amt,725000,1197,4,BS 6,"Front, Transverse",37,Petrol,1530,3840,1735,Hatchback,0,0,871,163,MacPherson Strut,Torsion Beam,1520,1520,83,113,5,2450,268,4.8,2
698,Maruti Suzuki,Swift,Zxi Plus,758000,1197,4,BS 6,"Front, Transverse",37,Petrol,1530,3840,1735,Hatchback,0,0,880,163,MacPherson Strut,Torsion Beam,1520,1520,83,113,5,2450,268,4.8,2
699,Maruti Suzuki,Swift,Ldi,599000,1248,4,BS IV,"Front, Transverse",37,Diesel,1530,3840,1735,Hatchback,0,0,955,163,MacPherson Strut,Torsion Beam,1530,1530,75,190,5,2430,268,4.8,2
700,Maruti Suzuki,Swift,Vdi,698000,1248,4,BS IV,"Front, Transverse",37,Diesel,1530,3840,1735,Hatchback,0,0,965,165,MacPherson Strut,Torsion Beam,1530,1530,75,190,5,2450,268,4.8,2
701,Maruti Suzuki,Swift,Vdi Amt,745000,1248,4,BS IV,"Front, Transverse",37,Diesel,1530,3840,1735,Hatchback,0,0,965,165,MacPherson Strut,Torsion Beam,1530,1530,75,190,5,2450,268,4.8,2
702,Maruti Suzuki,Swift,Zdi,757000,1248,4,BS IV,"Front, Transverse",37,Diesel,1530,3840,1735,Hatchback,0,0,975,163,MacPherson Strut,Torsion Beam,1520,1520,75,190,5,2450,268,4.8,2
703,Maruti Suzuki,Swift,Zdi Amt,804000,1248,4,BS IV,"Front, Transverse",37,Diesel,1530,3840,1735,Hatchback,0,0,975,163,MacPherson Strut,Torsion Beam,1520,1520,75,190,5,2450,268,4.8,2
704,Maruti Suzuki,Swift,Zdi Plus,838000,1248,4,BS IV,"Front, Transverse",37,Diesel,1530,3840,1735,Hatchback,0,0,985,163,MacPherson Strut,Torsion Beam,1520,1520,75,190,5,2450,268,4.8,2
705,Maruti Suzuki,Swift,Zxi Plus Amt,802000,1197,4,BS 6,"Front, Transverse",37,Petrol,1530,3840,1735,Hatchback,0,0,880,163,MacPherson Strut,Torsion Beam,1520,1520,83,113,5,2450,268,4.8,2
706,Maruti Suzuki,Swift,Zdi Plus Amt,884000,1248,4,BS IV,"Front, Transverse",37,Diesel,1530,3840,1735,Hatchback,0,0,985,163,MacPherson Strut,Torsion Beam,1520,1520,75,190,5,2450,268,4.8,2
707,Tata,Altroz,Xe Petrol,529000,1199,3,BS 6,"Front, Longitudinal",37,Petrol,1523,3990,1755,Hatchback,0,0,0,165,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,0,0,86,113,5,2501,345,5,2
708,Tata,Altroz,Xm Petrol,615000,1199,3,BS 6,"Front, Longitudinal",37,Petrol,1523,3990,1755,Hatchback,0,18,0,165,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,0,0,86,113,5,2501,345,5,2
709,Tata,Altroz,Xt Petrol,684000,1199,3,BS 6,"Front, Longitudinal",37,Petrol,1523,3990,1755,Hatchback,0,18,0,165,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,0,0,86,113,5,2501,345,5,2
710,Tata,Altroz,Xz Petrol,744000,1199,3,BS 6,"Front, Longitudinal",37,Petrol,1523,3990,1755,Hatchback,0,18,0,165,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,0,0,86,113,5,2501,345,5,2
711,Tata,Altroz,Xz (O) Petrol,769000,1199,3,BS 6,"Front, Longitudinal",37,Petrol,1523,3990,1755,Hatchback,0,18,0,165,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,0,0,86,113,5,2501,345,5,2
712,Tata,Altroz,Xe Diesel,699000,1497,4,BS 6,"Front, Longitudinal",37,Diesel,1523,3990,1755,Hatchback,0,0,0,165,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,0,0,90,200,5,2501,345,5,2
713,Tata,Altroz,Xm Diesel,775000,1497,4,BS 6,"Front, Longitudinal",37,Diesel,1523,3990,1755,Hatchback,0,25,0,165,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,0,0,90,200,5,2501,345,5,2
714,Tata,Altroz,Xt Diesel,844000,1497,4,BS 6,"Front, Longitudinal",37,Diesel,1523,3990,1755,Hatchback,0,25,0,165,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,0,0,90,200,5,2501,345,5,2
715,Tata,Altroz,Xz Diesel,904000,1497,4,BS 6,"Front, Longitudinal",37,Diesel,1523,3990,1755,Hatchback,0,25,0,165,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,0,0,90,200,5,2501,345,5,2
716,Tata,Altroz,Xz (O) Diesel,929000,1497,4,BS 6,"Front, Longitudinal",37,Diesel,1523,3990,1755,Hatchback,0,25,0,165,Independent MacPherson Dual path Strut with coil spring,Twist Beam with Coil spring and Shock Absorber,0,0,90,200,5,2501,345,5,2
717,Icml,Extreme,Ld Di Non Ac 9 Seater Bsiii,642478,1994,4,BS III,"Front, Longitudinal",50,Diesel,1885,4440,0,SUV,8.6,11.12,1710,170,0,Semi Elliptical Leaf spring,0,0,101,240,9,2541,0,5.6,0
718,Icml,Extreme,Ld Crdfi Non Ac 9 Seater Bsiv,589678,1994,4,BS IV,"Front, Longitudinal",50,Diesel,1885,4440,0,SUV,8.6,11.12,1738,170,0,Semi Elliptical Leaf spring,0,0,122,270,9,2541,0,5.6,0
719,Icml,Extreme,Ld Di Ps Ac 9 Seater Bsiii,689761,1994,4,BS III,"Front, Longitudinal",50,Diesel,1885,4440,0,SUV,8.6,11.12,1710,170,0,Semi Elliptical Leaf spring,0,0,122,270,9,2541,0,5.6,0
720,Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiii,788177,1994,4,BS IV,"Front, Longitudinal",50,Diesel,1885,4440,0,SUV,8.6,11.12,1738,170,0,Semi Elliptical Leaf spring,0,0,122,270,9,2541,0,5.6,0
721,Icml,Extreme,Sd Di 9 Seater Bsiii,2650777,1994,4,BS III,"Front, Longitudinal",50,Diesel,1885,4440,0,SUV,8.6,11.12,1710,170,0,Semi Elliptical Leaf spring,0,0,101,240,9,2541,0,5.6,0
722,Icml,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiv,628072,1994,4,BS IV,"Front, Longitudinal",50,Diesel,1885,4440,0,SUV,8.6,11.12,1738,170,0,Semi Elliptical Leaf spring,0,0,122,270,9,2541,0,5.6,0
723,Icml,Extreme,Vd Crdfi 7 Seater Bsiii,900967,1994,4,BS III,"Front, Longitudinal",50,Diesel,1885,4440,0,SUV,8.6,11.12,1710,170,0,Semi Elliptical Leaf spring,0,0,122,270,7,2541,0,5.6,0
724,Icml,Extreme,Vd Di 7 Seater Bsiii,1465148,1994,4,BS III,"Front, Longitudinal",50,Diesel,1885,4440,0,SUV,8.6,11.12,1710,170,0,Semi Elliptical Leaf spring,0,0,101,240,7,2541,0,5.6,0
725,Icml,Extreme,Sd Crdfi 9 Seater Bsiv,552890,1994,4,BS IV,"Front, Longitudinal",50,Diesel,1885,4440,0,SUV,8.6,11.12,1710,170,0,Semi Elliptical Leaf spring,0,0,122,270,9,2541,0,5.6,0
726,Icml,Extreme,Vd Crdfi 7 Seater Bsiv,927689,1994,4,BS IV,"Front, Longitudinal",50,Diesel,1885,4440,0,SUV,8.6,11.12,1710,170,0,Semi Elliptical Leaf spring,0,0,122,270,7,2541,0,5.6,0
727,Icml,Extreme,Sd Crdfi 9 Seater Bsiii,835275,1994,4,BS III,"Front, Longitudinal",50,Diesel,1885,4440,0,SUV,8.6,11.12,1710,170,0,Semi Elliptical Leaf spring,0,0,122,270,9,2541,0,5.6,0
728,Tata,Tigor,Revotron Xe,575000,1199,3,BS 6,"Front, Transverse",35,Petrol,1537,3992,1677,Sedan,24.12,23,992,165,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; closed profile Twist beam with Dual path Strut,0,0,86,113,5,2450,419,5.1,0
729,Tata,Tigor,Revotron Xm,610000,1199,3,BS 6,"Front, Transverse",35,Petrol,1537,3992,1677,Sedan,24.12,23,992,165,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; closed profile Twist beam with Dual path Strut,0,0,86,113,5,2450,419,5.1,0
730,Tata,Tigor,Revotron Xz,650000,1199,3,BS 6,"Front, Transverse",35,Petrol,1537,3992,1677,Sedan,24.12,23,992,170,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,0,0,86,113,5,2450,419,5.1,2
731,Tata,Tigor,Revotron Xz Plus,699000,1199,3,BS 6,"Front, Transverse",35,Petrol,1537,3992,1677,Sedan,24.12,23,992,170,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,0,0,86,113,5,2450,419,5.1,2
732,Tata,Tigor,Revotron Xma,660000,1199,3,BS 6,"Front, Transverse",35,Petrol,1537,3992,1677,Sedan,24.12,23,992,165,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; closed profile Twist beam with Dual path Strut,0,0,86,113,5,2450,419,5.1,2
733,Tata,Tigor,Revotron Xza Plus,749000,1199,3,BS 6,"Front, Transverse",35,Petrol,1537,3992,1677,Sedan,24.12,23,992,170,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,0,0,86,113,5,2450,419,5.1,2
734,Tata,Zest,Xe Petrol,582287,1193,4,BS IV,"Front, Transverse",44,Petrol,1570,3995,1706,Sedan,13.2,17.6,1135,175,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450,1440,90,140,5,2470,390,5.1,0
735,Tata,Zest,Xe Diesel,702946,1248,4,BS IV,"Front, Transverse",44,Diesel,1570,3995,1706,Sedan,19.2,23,1152,165,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450,1440,75,190,5,2470,390,5.1,0
736,Tata,Zest,Xm Petrol,653926,1193,4,BS IV,"Front, Transverse",44,Petrol,1570,3995,1706,Sedan,13.2,17.6,1135,175,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450,1440,90,140,5,2470,390,5.1,0
737,Tata,Zest,Xms Petrol,672641,1193,4,BS IV,"Front, Transverse",44,Petrol,1570,3995,1706,Sedan,13.2,17.6,1129,175,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450,1440,90,140,5,2470,390,5.1,2
738,Tata,Zest,Xt Petrol,732475,1193,4,BS IV,"Front, Transverse",44,Petrol,1570,3995,1706,Sedan,13.2,17.6,1135,175,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450,1440,90,140,5,2470,390,5.1,2
739,Tata,Zest,Xm Diesel,767317,1248,4,BS IV,"Front, Transverse",44,Diesel,1570,3995,1706,Sedan,19.2,23,1106,165,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450,1440,75,190,5,2470,390,5.1,0
740,Tata,Zest,Xms Diesel,793898,1248,4,BS IV,"Front, Transverse",44,Diesel,1570,3995,1706,Sedan,19.2,20,1155,165,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450,1440,75,190,5,2470,390,5.1,2
741,Tata,Zest,Xt Diesel,855362,1248,4,BS IV,"Front, Transverse",44,Diesel,1570,3995,1706,Sedan,19.2,23,1170,165,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450,1440,90,200,5,2470,390,5.1,2
742,Tata,Zest,Xma Diesel,836320,1248,4,BS IV,"Front, Transverse",44,Diesel,1570,3995,1706,Sedan,19.2,0,1170,165,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450,1440,75,190,5,2470,390,5.1,0
743,Tata,Zest,Xta Diesel,989000,1248,4,BS IV,"Front, Transverse",44,Diesel,1570,3995,1706,Sedan,19.2,23,1185,165,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450,1440,90,200,5,2470,390,5.1,2
744,Tata,Zest,Zest Premio Edition,788797,1248,4,BS IV,"Front, Transverse",44,Diesel,1570,3995,1706,Sedan,19.2,20,1155,165,Dual Path Independent McPherson strut with Coil Springs and Antiroll Bar,Twist Beam with Coil spring and Shock Absorber,1450,1440,75,190,5,2470,390,5.1,2
745,Honda,Amaze,S Cvt Petrol,763000,1199,4,BS 6,"Front, Transverse",35,Petrol,1501,3995,1695,Sedan,0,0,942,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2470,420,4.7,2
746,Honda,Amaze,E Mt Diesel,705000,1498,4,BS 6,"Front, Transverse",35,Diesel,1498,3995,1695,Sedan,0,0,993,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,100,200,5,2470,420,4.9,2
747,Honda,Amaze,E Mt Petrol,593000,1199,4,BS 6,"Front, Transverse",35,Petrol,1498,3995,1695,Sedan,0,0,905,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2470,420,4.7,2
748,Honda,Amaze,S Cvt Diesel,865000,1498,4,BS 6,"Front, Transverse",35,Diesel,1501,3995,1695,Sedan,0,0,1031,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,80,160,5,2470,420,4.9,2
749,Honda,Amaze,V Cvt Petrol,823000,1199,4,BS 6,"Front, Transverse",35,Petrol,1501,3995,1695,Sedan,0,0,945,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2470,420,4.7,2
750,Honda,Amaze,V Cvt Diesel,925000,1498,4,BS 6,"Front, Transverse",35,Diesel,1501,3995,1695,Sedan,0,0,1039,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,80,160,5,2470,420,4.7,2
751,Honda,Amaze,S Mt Diesel,785000,1498,4,BS 6,"Front, Transverse",35,Diesel,1501,3995,1695,Sedan,0,0,1010,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,100,200,5,2470,420,4.7,2
752,Honda,Amaze,Vx Mt Diesel,893000,1498,4,BS 6,"Front, Transverse",35,Diesel,1501,3995,1695,Sedan,0,0,1023,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,100,200,5,2470,420,4.7,2
753,Honda,Amaze,V Mt Diesel,845000,1498,4,BS 6,"Front, Transverse",35,Diesel,1501,3995,1695,Sedan,0,0,1021,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,100,200,5,2470,420,4.7,2
754,Honda,Amaze,Vx Mt Petrol,781000,1199,4,BS 6,"Front, Transverse",35,Petrol,1501,3995,1695,Sedan,0,0,924,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2470,420,4.7,2
755,Honda,Amaze,V Mt Petrol,733000,1199,4,BS 6,"Front, Transverse",35,Petrol,1501,3995,1695,Sedan,0,0,921,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2470,420,4.7,2
756,Honda,Amaze,S Mt Petrol,673000,1198,4,BS 6,"Front, Transverse",35,Petrol,1501,3995,1695,Sedan,0,0,917,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2470,420,4.7,2
757,Honda,Amaze,Exclusive Edition Diesel,906000,1498,4,BS 6,"Front, Transverse",35,Diesel,1501,3995,1695,Sedan,0,0,1023,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,100,200,5,2470,420,4.7,2
758,Honda,Amaze,Exclusive Edition Petrol,794000,1199,4,BS 6,"Front, Transverse",35,Petrol,1501,3995,1695,Sedan,0,0,924,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2470,420,4.7,2
759,Honda,Amaze,Exclusive Edition Petrol,794000,1199,4,BS 6,"Front, Transverse",35,Petrol,1501,3995,1695,Sedan,0,0,924,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2470,420,4.7,2
760,Honda,Amaze,Exclusive Edition Petrol,794000,1199,4,BS 6,"Front, Transverse",35,Petrol,1501,3995,1695,Sedan,0,0,924,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2470,420,4.7,2
761,Honda,Amaze,Exclusive Edition Petrol,794000,1199,4,BS 6,"Front, Transverse",35,Petrol,1501,3995,1695,Sedan,0,0,924,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2470,420,4.7,2
762,Honda,Amaze,Exclusive Edition Petrol,794000,1199,4,BS 6,"Front, Transverse",35,Petrol,1501,3995,1695,Sedan,0,0,924,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2470,420,4.7,2
763,Honda,Amaze,Exclusive Edition Petrol,794000,1199,4,BS 6,"Front, Transverse",35,Petrol,1501,3995,1695,Sedan,0,0,924,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2470,420,4.7,2
764,Honda,Amaze,Exclusive Edition Petrol,794000,1199,4,BS 6,"Front, Transverse",35,Petrol,1501,3995,1695,Sedan,0,0,924,170,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,0,0,90,110,5,2470,420,4.7,2
765,Maruti Suzuki,Gypsy,Hard Top,637343,1298,4,BS III,"Front, Transverse",40,Petrol,1875,4010,1540,SUV,10.2,14.8,985,210,Leaf spring with Double action damper,Leaf spring with Double action damper,1300,1310,80,103,8,2375,350,5.1,0
766,Maruti Suzuki,Gypsy,Soft Top,622730,1298,4,BS III,"Front, Transverse",40,Petrol,1845,4010,1540,SUV,10.2,14.8,985,210,Rear Leaf spring with Double action damper,Rear Leaf spring with Double action damper,1300,1310,80,103,8,2375,0,5.1,0
767,Hyundai,Venue,1.2 Kappa Mt E,655000,1197,4,BS IV,"Front, Transverse",45,Petrol,1590,3995,1770,SUV,0,0,0,200,McPherson Strut with Coil Spring Rear,Coupled Torsion Beam Axle with coil spring,0,0,82,112.7,5,2500,350,0,2
768,Hyundai,Venue,1.0 Turbo Gdi Mt S,826000,998,4,BS IV,"Front, Transverse",45,Petrol,1590,3995,1770,SUV,0,0,0,200,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle with coil spring,0,0,117,172,5,2500,350,0,2
769,Hyundai,Venue,1.4 Crdi Mt E,780000,1397,4,BS IV,"Front, Transverse",0,Diesel,1590,3995,1770,SUV,0,0,0,200,MacPherson Strut & Coil spring,Coupled Torsion Beam Axle with coil spring,0,0,89,220,5,2500,350,0,2
770,Hyundai,Venue,1.0 Turbo Gdi Mt Sx,959000,998,4,BS IV,"Front, Transverse",45,Petrol,1590,3995,1770,SUV,0,0,0,200,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,0,0,117,172,5,2500,350,0,2
771,Hyundai,Venue,1.0 Turbo Gdi Mt Sx Dual Tone,974000,998,4,BS IV,"Front, Transverse",45,Petrol,1590,3995,1770,SUV,0,0,0,200,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,0,0,117,172,5,2500,350,0,2
772,Hyundai,Venue,1.0 Turbo Gdi Mt Sx(O),1065000,998,4,BS IV,"Front, Transverse",45,Petrol,1590,3995,1770,SUV,0,0,0,200,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,0,0,117,1712,5,2500,350,0,6
773,Hyundai,Venue,1.0 Turbo Gdi Dct S,940000,998,4,BS IV,"Front, Transverse",45,Petrol,1590,3995,1770,SUV,0,0,0,200,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,0,0,118,172,5,2500,350,0,2
774,Hyundai,Venue,1.0 Turbo Gdi Dct Sx Plus,1115500,998,4,BS IV,"Front, Transverse",45,Petrol,1590,3995,1770,SUV,0,0,0,200,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,0,0,118,172,5,2500,350,0,2
775,Hyundai,Venue,1.2 Kappa Mt S,725000,1197,4,BS IV,"Front, Transverse",45,Petrol,1590,3995,1770,SUV,0,0,0,200,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,0,0,82,115,5,2500,350,0,2
776,Hyundai,Venue,1.4 Crdi Mt S,850000,1397,4,BS IV,"Front, Transverse",0,Diesel,1590,3995,1770,SUV,0,0,0,200,MacPherson Strut & Coil spring,Coupled Torsion Beam Axle with coil spring,0,0,89,220,5,2500,350,0,2
777,Hyundai,Venue,1.4 Crdi Mt Sx,983000,1397,4,BS IV,"Front, Transverse",0,Diesel,1590,3995,1770,SUV,0,0,0,200,Macpherson strut with Coil Spring,Coupled Torsion Beam Axle with coil spring,0,0,89,220,5,2500,350,0,2
778,Hyundai,Venue,1.4 Crdi Mt Sx Dual Tone,998000,1397,4,BS IV,"Front, Transverse",0,Diesel,1590,3995,1770,SUV,0,0,0,200,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle with coil spring,0,0,89,220,5,2500,350,0,2
779,Hyundai,Venue,1.4 Crdi Mt Sx(O),1089000,1397,4,BS IV,"Front, Transverse",45,Diesel,1590,3995,1770,SUV,0,0,0,200,Mc Pherson struts with coil spring,Coupled Torsion Beam Axle with coil spring,0,0,0,0,5,2500,350,0,6
780,Tata,Nexon,Xe,695000,1198,3,BS 6,0,44,Petrol,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,170,5,2498,350,5.1,2
781,Tata,Nexon,Xm,770000,1198,3,BS 6,0,44,Petrol,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,170,5,2498,350,5.1,2
782,Tata,Nexon,Xz,870000,1198,3,BS 6,0,44,Petrol,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,170,5,2498,350,5.1,2
783,Tata,Nexon,Xz Plus,950000,1198,3,BS 6,0,44,Petrol,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,170,5,2498,350,5.1,2
784,Tata,Nexon,Xz Plus Dual Tone,970000,1198,3,BS 6,0,44,Petrol,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,170,5,2498,350,5.1,2
785,Tata,Nexon,Xz Plus (O),1040000,1198,3,BS 6,0,44,Petrol,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,170,5,2498,350,5.1,2
786,Tata,Nexon,Xz Plus (O) Dual Tone,1060000,1198,3,BS 6,0,44,Petrol,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,170,5,2498,350,5.1,2
787,Tata,Nexon,Xma,830000,1198,3,BS 6,0,44,Petrol,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,170,5,2498,350,5.1,2
788,Tata,Nexon,Xza Plus,1010000,1198,3,BS 6,0,44,Petrol,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,170,5,2498,350,5.1,2
789,Tata,Nexon,Xza Plus Dual Tone,1030000,1198,3,BS 6,0,44,Petrol,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,170,5,2498,350,5.1,2
790,Tata,Nexon,Xza Plus (O),1100000,1198,3,BS 6,0,44,Petrol,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,170,5,2498,350,5.1,2
791,Tata,Nexon,Xza Plus (O) Dual Tone,1120000,1198,3,BS 6,0,44,Petrol,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,170,5,2498,350,5.1,2
792,Tata,Nexon,Xe Diesel,845000,1497,4,BS 6,0,44,Diesel,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,260,5,2498,350,5.1,2
793,Tata,Nexon,Xm Diesel,920000,1497,4,BS 6,0,44,Diesel,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,260,5,2498,350,5.1,2
794,Tata,Nexon,Xz Diesel,1020000,1497,4,BS 6,0,44,Diesel,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,260,5,2498,350,5.1,2
795,Tata,Nexon,Xz Plus Diesel,1100000,1497,4,BS 6,0,44,Diesel,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,260,5,2498,350,5.1,2
796,Tata,Nexon,Xz Plus Diesel Dual Tone,1120000,1497,4,BS 6,0,44,Diesel,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,260,5,2498,350,5.1,2
797,Tata,Nexon,Xz Plus (O) Diesel,1190000,1497,4,BS 6,0,44,Diesel,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,260,5,2498,350,5.1,2
798,Tata,Nexon,Xz Plus (O) Diesel Dual Tone,1210000,1497,4,BS 6,0,44,Diesel,1607,3994,1811,SUV,0,0,0,209,Independent McPherson,Twist Beam with Coil spring and Shock Absorber,0,0,110,260,5,2498,350,5.1,2
