0,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Emission_Norm,Engine_Location,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,City_Mileage,Highway_Mileage,Kerb_Weight,Ground_Clearance,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Power,torque,Seating_Capacity,Wheelbase,Boot_Space,Minimum_Turning_Radius,Number_of_Airbags
1078,Hyundai,Creta,Sports Edition Petrol,1279983,1591,4,BS IV,"Front, Transverse",55,Petrol,1630,4270,1780,SUV,15.29,0,1180,190,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,123,151,5,2590,400,5.2,2
1079,Hyundai,Creta,Sports Edition Diesel,1414247,1582,4,BS IV,"Front, Transverse",55,Diesel,1665,4270,1780,SUV,0,0,0,190,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle (CTBA) with coil spring,0,0,128,260,5,2590,400,0,2
1080,Tata,Harrier,Revotorq Xe,1345363,1956,3,BS 6,"Front, Transverse",50,Diesel,1706,4598,1894,SUV,0,0,0,205,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,0,0,140,350,5,2741,425,0,2
1081,Tata,Harrier,Revotorq Xm,1471368,1956,3,BS 6,"Front, Transverse",50,Diesel,1706,4598,1894,SUV,0,0,0,205,"Independent Lower Wishbone, McPherson Strut with coil Spring",Semi-Independent; Twist beam with dual path strut,0,0,140,350,5,2741,425,0,2
1082,Tata,Harrier,Revotorq Xt,1591368,1956,3,BS 6,"Front, Transverse",50,Diesel,1706,4598,1894,Hatchback,0,0,1080,205,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,0,0,140,350,5,2741,425,0,2
1083,Tata,Harrier,Revotorq Xz,1721368,1956,3,BS 6,"Front, Transverse",50,Diesel,1706,4598,1894,Hatchback,0,0,0,205,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,0,0,140,350,5,2741,425,0,2
1084,Tata,Harrier,Revotorq Xz Dual Tone,1732231,1956,3,BS 6,"Front, Transverse",50,Diesel,1706,4598,1894,Hatchback,0,0,0,205,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,0,0,140,350,5,2741,425,0,2
1085,Tata,Harrier,Revotorq Dark Edition,1730755,1956,3,BS 6,"Front, Transverse",50,Diesel,1706,4598,1894,Hatchback,0,0,0,205,"Independent, Lower Wishbone, Mcpherson Strut with coil spring",Semi-Independent; Twist beam with dual path strut,0,0,140,350,5,2741,425,0,2
1086,Isuzu,Dmax V-Cross,Standard,1654783,2499,4,BS IV,"Front, Transverse",0,Diesel,1840,5295,1860,Pick-up,7.3,10.3,1935,0,Independent Double Wish Bone - Coil Spring Suspension,"Soft Ride, Leaf Spring",1570,1570,134,320,5,3095,0,0,2
1087,Isuzu,Dmax V-Cross,High Z,1806813,2499,4,BS IV,"Front, Transverse",0,Diesel,1840,5295,1860,Pick-up,7.3,10.3,1945,0,Independent Double Wish Bone - Coil Spring Suspension,"Soft Ride, Leaf Spring",1570,1570,134,320,5,3095,0,0,2
1088,Isuzu,Dmax V-Cross,Z Prestige,1999000,1898,4,BS IV,"Front, Transverse",0,Diesel,1855,5295,1860,Pick-up,7.3,10.3,1935,225,Independent Double Wish Bone - Coil Spring Suspension,"Soft Ride, Leaf Spring",1570,1570,150,350,5,3095,265,0,6
1089,Jeep,Compass Trailhawk,2.0 Trailhawk 4X4 At,2680000,1956,4,BS 6,"Front, Longitudinal",60,Diesel,1657,4398,1818,SUV,0,0,1654,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,173,350,5,2636,438,0,6
1090,Jeep,Compass Trailhawk,2.0 Trailhawk (O) 4X4 At,2760000,1956,4,BS 6,"Front, Longitudinal",60,Diesel,1657,4398,1818,SUV,0,0,1654,0,McPherson Strut with Coil Spring Rear,"Multi-link suspension, coil springs, twin-tube gas-filled shock absorbers, stabiliser bar",0,0,173,350,5,2636,0,0,6
1091,Honda,Cr-V,2Wd Petrol Cvt,2827001,1997,4,0,"Front, Transverse",57,Petrol,1679,4592,1855,SUV,0,0,0,198,"McPherson Strut, Coil Spring","Multilink, Coil Spring",0,0,154,189,5,2660,522,5.5,6
1092,Honda,Cr-V,2Wd Diesel At,3067001,1597,0,BS IV,"Front, Transverse",57,Diesel,1679,4592,1855,SUV,0,0,0,198,Macpherson strut with Coil Spring,Multi-link coil spring,0,0,120,300,7,2660,150,0,6
1093,Honda,Cr-V,Awd Diesel At,3277001,1597,0,BS IV,"Front, Longitudinal",57,Diesel,1689,4592,1855,SUV,0,0,1725,208,Mc Pherson struts with coil spring,Multi-link coil spring,0,0,120,300,7,2660,150,5.5,6
1094,Mercedes-Benz,Mercedes-Benz Cla-Class,200 Sport,3599000,1991,4,BS IV,"Front, Transverse",56,Petrol,1432,4630,1777,Sedan,11.04,15.04,1510,160,McPherson Strut,Four-link,1549,1547,183,300,5,2699,470,11,6
1095,Mercedes-Benz,Mercedes-Benz Cla-Class,200 Cdi Style,3172000,2143,4,BS IV,"Front, Transverse",56,Diesel,1432,4630,1777,Sedan,13.9,17.9,1570,160,McPherson Strut,Four-link,1549,1547,136,300,5,2699,470,11,6
1096,Mercedes-Benz,Mercedes-Benz Cla-Class,200 D Sport,3699000,2143,4,BS IV,"Front, Transverse",56,Diesel,1432,4630,1777,Sedan,13.9,17.9,1570,160,McPherson Strut,Four-link,1549,1547,136,300,5,2699,470,11,6
1097,Mini,Cooper 5 Door,Cooper D,3600000,1496,3,BS IV,"Front, Transverse",44,Petrol,1425,3982,1727,Hatchback,10.3,0,1295,0,0,0,0,0,116,270,5,0,278,0,2
1098,Audi,A4,Premium Plus 35 Tfsi,4149000,1395,4,BS IV,"Front, Longitudinal",54,Petrol,1427,4726,1842,Sedan,0,0,1450,0,"Independent-wheel suspension, five-link axle with front track rod, aluminum transverse link, subframe and tubular anti-roll bar","Independent-wheel suspension, five-link axle with rear track rod, resiliently mounted subframe and anti-roll bar",1572,1555,150,250,5,2820,480,0,8
1099,Audi,A4,Technology 35 Tfsi,4507000,1395,4,BS IV,"Front, Longitudinal",54,Petrol,1427,4726,1842,Sedan,0,0,1450,0,"Independent-wheel suspension, five-link axle with front track rod, aluminum transverse link, subframe and tubular anti-roll bar","Independent-wheel suspension, five-link axle with rear track rod, resiliently mounted subframe and anti-roll bar",1572,1555,150,250,5,2820,480,0,8
1100,Audi,A3 Cabriolet,40 Tfsi,5038000,1395,4,BS IV,"Front, Longitudinal",50,Petrol,1409,4421,1793,Convertible,19.2,0,1430,160,McPherson Strut,Multi - link,1555,1526,148,250,4,2595,320,0,7
1101,Volvo,S-Ninety,D4 Inscription,5890000,1969,4,BS IV,"Front, Longitudinal",0,Diesel,1443,4963,1879,Sedan,11.44,0,0,152,Double wishbone suspension,Integral Axle with Transverse Composite Leaf Spring,0,0,190,400,5,2941,0,0,6
1102,Mercedes-Benz,Mercedes-Benz C-Class Cabriolet,C300,6426497,1991,4,BS 6,"Front, Longitudinal",60,Petrol,1409,4686,1810,Convertible,0,0,0,0,AGILITY CONTROL suspension with selective damping system,AGILITY CONTROL suspension with selective damping system,0,0,258,370,4,2840,0,5.8,8
1103,Land Rover Rover,Range Evoque Convertible,2.0 Hse Dynamic,6952964,1998,4,BS IV,"Front, Longitudinal",0,Petrol,1609,4370,1900,Convertible,15.68,0,2013,0,MacPherson Strut,Multi - link,1621,1629,240,340,4,2660,251,0,7
1104,Jeep,Grand Cherokee,Limited,7882867,2987,6,BS IV,"Front, Longitudinal",93.5,Diesel,1802,4828,1943,SUV,12.8,0,2432,206,Steel Suspension,Steel Suspension,0,0,240,570,5,2915,1025,0,6
1105,Jeep,Grand Cherokee,Summit,8931819,2987,6,BS IV,"Front, Longitudinal",93.5,Diesel,1802,4828,1943,SUV,12.8,0,2455,0,Steel Suspension,Steel Suspension,0,0,240,570,5,2915,1025,0,6
1106,Jeep,Grand Cherokee,Srt,11400000,6417,8,BS IV,"Front, Longitudinal",93.5,Petrol,1749,4846,1954,SUV,12.8,0,2458,210,Independent front suspensions with coil-over springs,Independent rear suspensions with coil-over springs,0,0,468,624,5,2915,1025,0,7
1107,Jeep,Grand Cherokee,Summit Petrol,7515000,3604,6,BS IV,"Front, Longitudinal",93.5,Petrol,1802,4828,1943,SUV,0,0,2455,0,Steel Suspension,Steel Suspension,0,0,286,347,5,2915,1025,0,6
1108,Mercedes-Benz,Mercedes-Benz Gls,350 Cdi,8820000,2987,6,BS IV,"Front, Longitudinal",100,Diesel,1850,5120,1934,SUV,6.5,10.5,2535,307,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",0,0,258,619,5,3075,0,6.2,9
1109,Mercedes-Benz,Mercedes-Benz Gls,63 Amg,19199181,5461,8,BS IV,"Front, Longitudinal",80,Petrol,1850,5146,1982,SUV,9,12,2580,307,Coil spring with stabilisers,coil spring with stabilisers,0,0,557,760,7,3075,540,5.5,9
1110,Mercedes-Benz,Mercedes-Benz Gls,400 4Matic,8776900,2996,8,BS IV,"Front, Longitudinal",80,Petrol,1850,5146,1982,SUV,9,12,2580,307,Coil spring with stabilisers,coil spring with stabilisers,0,0,333,480,7,3075,540,5.5,9
1111,Mercedes-Benz,Mercedes-Benz Gls,Grand Edition Petrol,8690000,2996,8,BS IV,"Front, Longitudinal",80,Petrol,1850,5146,1982,SUV,9,12,2580,307,Coil spring with stabilisers,coil spring with stabilisers,0,0,333,480,7,3075,540,5.5,9
1112,Mercedes-Benz,Mercedes-Benz Gls,Grand Edition Diesel,8690000,2987,6,BS IV,"Front, Longitudinal",100,Diesel,1850,5120,1934,SUV,6.5,10.5,2535,307,"4-link air suspension, anti-dive, automatic level control & stabilizer","Multi-link, anti-dive, anti-lift, automatic level control & stabilizer",0,0,258,619,5,3075,0,6.2,9
1113,Bmw,7-Series,730Ld Design Pure Excellence,12290000,2993,6,BS 6,"Front, Longitudinal",78,Diesel,1479,5120,2169,Sedan,13.5,16.46,0,152,Adaptive 2-axle air suspension,Adaptive 2-axle air suspension,1618,1646,265,620,4,3210,515,7.5,8
1114,Bmw,7-Series,730Ld Design Pure Excellence Signature,13200000,2993,6,BS 6,"Front, Longitudinal",78,Diesel,1479,5120,2169,Sedan,13.5,16.46,0,152,Adaptive 2-axle air suspension,Adaptive 2-axle air suspension,1618,1646,265,620,4,3210,515,7.5,8
1115,Bmw,7-Series,730Ld M Sport,13510000,2993,6,BS 6,"Front, Longitudinal",78,Diesel,1479,5120,2169,Sedan,13.5,16.46,0,152,Adaptive 2-axle air suspension,Adaptive 2-axle air suspension,1618,1646,265,620,4,3210,515,7.5,8
1116,Bmw,7-Series,740Li Design Pure Excellence Signature,13510000,2998,6,BS 6,"Front, Longitudinal",78,Petrol,1479,5120,2169,Sedan,0,0,0,152,Adaptive 2-axle air suspension,Adaptive 2-axle air suspension,1618,1646,340,450,4,3210,515,0,8
1117,Bmw,7-Series,745Le Xdrive,16500000,2998,6,BS 6,"Front, Longitudinal",46,Hybrid,1481,5219,2142,Sedan,0,0,0,152,Adaptive 2-axle air suspension,Adaptive 2-axle air suspension,1611,1650,286,450,4,3110,500,0,8
1118,Bmw,7-Series,M760Li Xdrive,24250000,6592,12,BS 6,"Front, Longitudinal",78,Petrol,1481,5219,2142,Sedan,0,0,0,152,Adaptive 2-axle air suspension,Adaptive 2-axle air suspension,1611,1650,609,850,4,3110,500,0,8
1119,Mercedes-Benz,Mercedes-Benz G-Class,Amg G 63,21875136,3982,8,BS 6,"Front, Longitudinal",96,Petrol,1938,4763,1855,SUV,0,0,2560,205,Rigid Axle,Rigid Axle,1475,1475,585,850,7,2850,480,13.5,10
1120,Mercedes-Benz,Mercedes-Benz G-Class,G 350D,15000000,2925,6,BS 6,"Front, Longitudinal",100,Diesel,1969,4817,1931,SUV,0,0,2453,241,Rigid Axle,Rigid Axle,1638,1638,289,600,7,2890,0,0,10
1121,Lexus,Ls five zero zeroH,Luxury,18221000,3456,6,BS IV,"Front, Transverse",82,Hybrid,1450,5235,1900,SUV,0,0,2300,0,MacPherson Strut,Trailing Arm Double Wishbone,1630,1635,299,350,5,3125,430,5.7,14
1122,Lexus,Ls five zero zeroH,Ultra Luxury,18736000,3456,6,BS IV,"Front, Transverse",82,Hybrid,1450,5235,1900,SUV,0,0,2322,0,MacPherson Strut,Trailing Arm Double Wishbone,1630,1635,299,350,5,3125,430,5.7,14
1123,Lexus,Ls five zero zeroH,Distinct,19371000,3456,6,BS IV,"Front, Transverse",82,Hybrid,1450,5235,1900,SUV,0,0,2345,0,MacPherson Strut,Trailing Arm Double Wishbone,1630,1635,299,350,5,3125,430,5.7,14
1124,Lexus,Lx five seven zero,V8,23290000,5700,0,BS IV,"Front, Transverse",93,Diesel,1865,5080,1980,SUV,18,0,2660,0,4 Wheel Active Height Control & Adaptive Variable Suspension,4 Wheel Active Height Control & Adaptive Variable Suspension,1650,1645,380,546,7,2850,0,0,10
1125,Bentley,Flying Spur,V8,34167064,3993,8,BS IV,"Front, Longitudinal",90,Petrol,1488,5299,2207,Sedan,2,4,2417,142,Air springs with continous damping control,Air springs with continous damping control,1623,1607,507,660,4,3066,475,5.9,6
1126,Bentley,Flying Spur,W12,39382083,5998,12,BS IV,"Rear, Longitudinal",90,Petrol,1488,5299,2207,Sedan,2,4,2475,110,Air springs with continous damping control,Air springs with continous damping control,1623,1607,616,800,4,3066,475,5.9,6
1127,Ferrari,458 Spider,V8,43367500,3902,8,BS IV,"Front, Longitudinal",86,Petrol,1211,4568,1952,"Coupe, Convertible",3.2,5.5,1525,0,Double wishbone,Multi Link Setup,1679,1647,669,760,2,2650,230,0,2
1128,Rolls-Royce, Phantom,Sedan,95000000,6749,12,BS IV,"Front, Longitudinal",100,Petrol,1638,5842,1990,Sedan,10.2,14.9,2649,164,Independent Double Wishbone with Air Springs,Independent Multi-Link with Air Springs,1686,1676,460,720,5,3570,460,6.9,6
1129,Rolls-Royce,Rolls-Royce Phantom,Ewb,75400000,6749,12,BS IV,"Front, Longitudinal",100,Petrol,1640,6092,1990,Sedan,10.2,14.9,2694,164,Independent Double Wishbone with Air Springs,Independent Multi-Link with Air Springs,1686,1676,460,720,5,3820,460,6.9,6
1130,Maruti Suzuki,Alto eight Hundred Tour,H1,354235,796,3,BS IV,"Front, Transverse",35,Petrol,1475,3430,1490,Hatchback,18,23,720,160,Mc Pherson Strut,Three Link Rigid Axle Suspension,1295,1290,48,69,5,2360,177,4.6,0
1131,Maruti Suzuki,Alto eight Hundred Tour,H1 (O),356559,796,3,BS IV,"Front, Transverse",35,Petrol,1475,3395,1490,Hatchback,18,23,720,160,"Gas Filled Mc Pherson Strut, Torsion Roll Control Devic","Coil Spring, Gas Filled Shock Absorbers With Three Link Rigid Axle And Isolated Trailing Arm",1295,1290,48,69,5,2360,177,4.6,1
1132,Hyundai,Grand ITen Nios,Magna 1.2 Crdi,675090,1186,3,BS 6,"Front, Transverse",37,Diesel,1520,3805,1680,Hatchback,20.7,0,0,0,McPherson Strut,Coupled Torsion Beam Axle,0,0,75,190,5,2450,256,0,2
1133,Hyundai,Grand ITen Nios,Era 1.2 Vtvt,504990,1197,4,BS 6,"Front, Transverse",37,Petrol,1520,3805,1680,Hatchback,0,0,935,165,McPherson Strut,Coupled Torsion Beam Axle,0,0,83,114,5,2450,256,0,2
1134,Hyundai,Grand ITen Nios,Magna 1.2 Vtvt,589610,1197,4,BS 6,"Front, Transverse",37,Petrol,1520,3805,1680,Hatchback,0,0,935,165,McPherson Strut,Coupled Torsion Beam Axle,0,0,83,114,5,2450,256,0,2
1135,Hyundai,Grand ITen Nios,Magna Amt 1.2 Vtvt,642610,1197,4,BS 6,"Front, Transverse",37,Petrol,1520,3805,1680,Hatchback,0,0,935,165,McPherson Strut,Coupled Torsion Beam Axle,0,0,83,114,5,2450,256,0,2
1136,Hyundai,Grand ITen Nios,Sportz 1.2 Vtvt,643350,1197,4,BS 6,"Front, Transverse",37,Petrol,1520,3805,1680,Hatchback,0,0,935,165,McPherson Strut,Coupled Torsion Beam Axle,0,0,83,114,5,2450,256,0,2
1137,Hyundai,Grand ITen Nios,Sportz Amt 1.2 Vtvt,703350,1197,4,BS 6,"Front, Transverse",37,Petrol,1520,3805,1680,Hatchback,0,0,935,165,McPherson Strut,Coupled Torsion Beam Axle,0,0,83,114,5,2450,256,0,2
1138,Hyundai,Grand ITen Nios,Sportz Dual Tone 1.2 Vtvt,673350,1197,4,BS 6,"Front, Transverse",37,Petrol,1520,3805,1680,Hatchback,0,0,935,165,McPherson Strut,Coupled Torsion Beam Axle,0,0,83,114,5,2450,256,0,2
1139,Hyundai,Grand ITen Nios,Asta 1.2 Vtvt,718950,1197,4,BS 6,"Front, Transverse",37,Petrol,1520,3805,1680,Hatchback,0,0,935,165,McPherson Strut,Coupled Torsion Beam Axle,0,0,83,114,5,2450,256,0,2
1140,Hyundai,Grand ITen Nios,Sportz Amt 1.2 Crdi,790350,1186,3,BS 6,"Front, Transverse",37,Diesel,1520,3805,1680,Hatchback,0,0,0,0,McPherson Strut,Coupled Torsion Beam Axle,0,0,75,190,5,2450,256,0,2
1141,Hyundai,Grand ITen Nios,Asta 1.2 Crdi,804450,1186,3,BS 6,"Front, Transverse",37,Diesel,1520,3805,1680,Hatchback,0,0,0,0,McPherson Strut,Coupled Torsion Beam Axle,0,0,75,190,5,2450,256,0,2
1142,Hyundai,Xcent,S 1.2,643769,1197,4,BS IV,"Front, Transverse",43,Petrol,1520,3995,1660,Sedan,15.7,0,0,165,McPherson Strut,Coupled Torsion Beam Axle,1479,1493,83,114,5,2425,407,5.2,2
1143,Hyundai,Xcent,S At 1.2,733734,1197,4,BS IV,"Front, Longitudinal",43,Petrol,1520,3995,1660,Sedan,15.7,0,0,165,Mc Pherson Strut,Coupled Torsion Beam Axle,1479,1493,82,114,5,2425,407,0,2
1144,Hyundai,Xcent,Sx 1.2,705546,1197,4,BS IV,"Front, Transverse",43,Petrol,1520,3995,1660,Sedan,15.7,0,1100,165,Mc Pherson Strut,Coupled Torsion Beam Axle,1479,1493,82,114,5,2425,407,4.7,2
1145,Hyundai,Xcent,Sx 1.2 (O),782346,1197,4,BS IV,"Front, Transverse",43,Petrol,1520,3995,1660,Sedan,15.7,0,1100,165,Mc Pherson Strut,Coupled Torsion Beam Axle,1479,1493,82,114,5,2425,407,4.7,2
1146,Hyundai,Xcent,S 1.2 Crdi,742033,1120,3,BS IV,"Front, Transverse",43,Diesel,1520,3995,1660,Sedan,19,0,1100,165,McPherson Strut,Coupled Torsion Beam Axle,1475,1493,72,180,5,2425,407,4.7,2
1147,Hyundai,Xcent,S 1.2 Crdi,742033,1120,3,BS IV,"Front, Transverse",43,Diesel,1520,3995,1660,Sedan,19,0,1100,165,McPherson Strut,Coupled Torsion Beam Axle,1475,1493,72,180,5,2425,407,4.7,2
1148,Hyundai,Xcent,S 1.2 Crdi,742033,1120,3,BS IV,"Front, Transverse",43,Diesel,1520,3995,1660,Sedan,19,0,1100,165,McPherson Strut,Coupled Torsion Beam Axle,1475,1493,72,180,5,2425,407,4.7,2
1149,Hyundai,Xcent,S 1.2 Crdi,742033,1120,3,BS IV,"Front, Transverse",43,Diesel,1520,3995,1660,Sedan,19,0,1100,165,McPherson Strut,Coupled Torsion Beam Axle,1475,1493,72,180,5,2425,407,4.7,2
1150,Hyundai,Xcent,S 1.2 Crdi,742033,1120,3,BS IV,"Front, Transverse",43,Diesel,1520,3995,1660,Sedan,19,0,1100,165,McPherson Strut,Coupled Torsion Beam Axle,1475,1493,72,180,5,2425,407,4.7,2
1151,Nissan,Micra,Xl (O) Cvt,662880,1198,3,BS IV,"Front, Transverse",41,Petrol,1530,3825,1665,Hatchback,0,0,930,154,McPherson Strut,Torsion Beam,0,0,77,104,5,2450,251,4.65,2
1152,Nissan,Micra,Xv Cvt,781686,1198,3,BS IV,"Front, Transverse",41,Petrol,1530,3825,1665,Hatchback,0,0,0,154,McPherson Strut,Torsion Beam,0,0,77,104,5,2450,251,4.65,2
1153,Nissan,Micra,Xld (O),743504,1461,4,BS IV,"Front, Transverse",41,Diesel,1525,3825,1665,Hatchback,0,0,0,150,McPherson Strut,Torsion Beam,0,0,64,160,5,2450,251,4.65,2
1154,Nissan,Micra,Xvd,812964,1461,4,BS IV,"Front, Transverse",41,Diesel,1525,3825,1665,Hatchback,19.5,19.5,1001,150,McPherson Strut,Torsion Beam,1470,1475,64,160,5,2450,251,4.65,2
1155,Mahindra,Nuvosport,N4,797802,1493,3,BS IV,"Front, Transverse",60,Diesel,1870,3985,1850,SUV,13.8,17.21,0,180,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",0,0,100,240,7,2760,412,5.5,0
1156,Mahindra,Nuvosport,N6,905642,1493,3,BS IV,"Front, Transverse",60,Diesel,1870,3985,1850,SUV,13.8,17.21,0,180,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",0,0,100,240,7,2760,412,5.5,2
1157,Mahindra,Nuvosport,N8,984818,1493,3,BS IV,"Front, Transverse",60,Diesel,1870,3985,1850,SUV,13.8,17.21,0,180,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",0,0,100,240,7,2760,412,5.5,2
1158,Mahindra,Nuvosport,N4 +,832415,1493,3,BS IV,"Front, Transverse",0,Diesel,1870,3985,1850,SUV,13.8,17.21,0,0,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",0,0,100,240,7,2760,412,5.5,2
1159,Mahindra,Nuvosport,N6 Amt,972359,1493,3,BS IV,"Front, Transverse",60,Diesel,1870,3985,1850,SUV,12.8,16.21,0,180,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",0,0,100,240,7,2760,412,5.5,2
1160,Mahindra,Nuvosport,N8 Amt,1048603,1493,3,BS IV,"Front, Transverse",60,Diesel,1870,3985,1850,SUV,12.8,16.21,0,180,Independent Double Wish Bone - Coil Spring Suspension,"Five-link, Coil springs",0,0,100,240,7,2760,412,5.5,2
1161,Nissan,Kicks,Xl Petrol,955000,1498,4,BS 6,"Front, Transverse",50,Petrol,1651,4384,1813,SUV,0,0,0,210,0,0,0,0,106,142,5,2673,400,5.2,2
1162,Nissan,Kicks,Xv Petrol,1095000,1498,4,BS 6,"Front, Transverse",50,Petrol,1651,4384,1813,SUV,0,0,0,210,0,0,0,0,106,142,5,2673,400,5.2,2
1163,Nissan,Kicks,Xl Diesel,1109000,1461,4,BS 6,"Front, Transverse",50,Diesel,1651,4384,1813,SUV,0,0,0,210,0,0,0,0,110,240,5,2673,400,5.2,2
1164,Nissan,Kicks,Xv Diesel,1251000,1461,4,BS 6,"Front, Transverse",50,Diesel,1651,4384,1813,SUV,0,0,0,210,0,0,0,0,110,240,5,2673,400,5.2,2
1165,Nissan,Kicks,Xv Premium,1369000,1461,4,BS 6,"Front, Transverse",50,Diesel,1651,4384,1813,SUV,0,0,0,210,0,0,0,0,110,240,5,2673,400,5.2,2
1166,Nissan,Kicks,Xv Premium (O),1465000,1461,4,BS 6,"Front, Transverse",50,Diesel,1651,4384,1813,SUV,0,0,0,210,0,0,0,0,110,240,5,2673,400,5.2,2
1167,Nissan,Kicks,Xv Premium (O) Dual Tone,1465000,1461,4,BS 6,"Front, Transverse",50,Diesel,1651,4384,1813,SUV,0,0,0,210,0,0,0,0,110,240,5,2673,400,5.2,7
1168,Nissan,Kicks,Xe Diesel,989000,1461,4,BS 6,"Front, Transverse",50,Diesel,1651,4384,1813,SUV,0,0,0,210,0,0,0,0,110,240,5,2673,400,5.2,2
1169,Tata,Winger,15S,1205000,2200,4,BS 6,"Front, Longitudinal",60,Diesel,2670,5458,1905,MUV,0,0,2275,180,McPherson strut with coil spring,"Double parabolic leaf spring, Hydraulic telescopic",0,0,73,190,16,3488,0,6750,0
1170,Hyundai,Kona Electric,Premium,2371858,0,0,0,"Front, Longitudinal",0,Electric,1570,4180,1800,SUV,0,0,0,160,Mcpherson strut Type,Multi - link,0,0,0,0,4,2600,0,0,6
1171,Audi,A3,35 Tdi Premium Plus,3021200,1968,4,BS IV,"Front, Transverse",50,Diesel,1416,4456,1796,Sedan,18,18,1340,161,multi-link suspension with stabilizer bar and coil springs,multi-link suspension with stabilizer bar and coil springs,1555,1526,143,320,5,2637,425,0,9
1172,Audi,A3,35 Tdi Technology,3221200,1968,4,BS IV,"Front, Transverse",50,Diesel,1416,4456,1796,Sedan,18,18,1340,161,multi-link suspension with stabilizer bar and coil springs,multi-link suspension with stabilizer bar and coil springs,1555,1526,143,320,5,2637,425,0,9
1173,Audi,A3,35 Tfsi Premium Plus,2920750,1395,4,BS IV,"Front, Transverse",50,Petrol,1416,4456,1796,Sedan,12.4,0,1340,161,multi-link suspension with stabilizer bar and coil springs,multi-link suspension with stabilizer bar and coil springs,1555,1526,150,250,5,2637,425,0,9
1174,Audi,A3,35 Tfsi Technology,3120750,1395,4,BS IV,"Front, Transverse",50,Petrol,1416,4456,1796,Sedan,12.4,0,1340,161,multi-link suspension with stabilizer bar and coil springs,multi-link suspension with stabilizer bar and coil springs,1555,1526,150,250,5,2637,425,0,9
1175,Volvo,Xc forty,D4 Momentum,3990000,1969,5,BS IV,"Front, Longitudinal",0,Diesel,1652,4425,1863,SUV,0,0,0,211,Independent suspension with gash shox,Torsion Beam gas shox,0,0,0,0,5,2702,0,0,7
1176,Volvo,Xc forty,D4 Inscription,4390000,1969,5,BS IV,"Front, Longitudinal",0,Diesel,1652,4425,1863,SUV,0,0,0,211,Independent suspension with gash shox,Torsion Beam gas shox,0,0,0,0,5,2702,0,0,7
1177,Volvo,Xc forty,T4 R-Design,3990000,1969,5,BS 6,"Front, Longitudinal",54,Petrol,1652,4425,1863,SUV,0,0,0,211,Independent suspension with gash shox,Torsion Beam gas shox,0,0,190,300,5,2702,432,5.7,8
1178,Bmw,X3,Xdrive 20D Luxury Line,5930000,1995,4,BS IV,"Front, Longitudinal",67,Diesel,1678,4657,1881,SUV,16,18.56,1785,212,Dynamic Damper Control,Dynamic Damper Control,1616,1632,190,400,5,2810,550,5.95,6
1179,Bmw,X3,Xdrive 30I Luxury Line,5880000,1998,4,BS IV,"Front, Longitudinal",67,Petrol,1678,4657,1881,SUV,16,18.56,1785,212,Dynamic Damper Control,Dynamic Damper Control,1616,1632,248,350,5,2810,550,5.95,6
